,出发地,目的地,价格,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式,回程时间,酒店评分,酒店等级,天数
2614,南京,张家界,1206,318,南京-张家界3天2晚 | 入住张家界紫御大酒店 + 四川航空/吉祥航空往返机票,张家界紫御大酒店 高档型 4.3分/5分,双人间-含双早（立即确... 双床 双早 1间2晚,四川航空 3U8763,直飞,17:20-18:55,吉祥航空 HO1658,直飞,15:40-17:15,4.3,高档型,3
2615,深圳,大理,2642,790,深圳-大理3天2晚 | 入住Q居大理古城寻一处客栈 + 东方航空往返机票,Q居大理古城寻一处客栈 经济型 4.9分/5分,一楼特惠标准间-【Q居... 双床 不含早 1间2晚,东方航空 MU5760,经停,13:20-17:55,东方航空 MU5763,经停,18:20-00:10,4.9,经济型,3
2616,济南,哈尔滨,1095,380,济南-哈尔滨3天2晚 | 入住哈尔滨东龙大酒店 + 深圳航空/四川航空往返机票,哈尔滨东龙大酒店 4.4分/5分,经济标间（无独立卫浴）... 双床 双早 1间2晚,深圳航空 ZH9090,直飞,21:30-23:45,四川航空 3U8844,直飞,20:15-22:35,4.4,无,3
2617,青岛,九寨沟,1777,436,青岛-九寨沟3天2晚 | 入住九寨沟港威瑞逸度假酒店 + 东方航空/山东航空往返...,九寨沟港威瑞逸度假酒店 高档型 4.2分/5分,精典双床房 双床 双早 1间2晚,东方航空 MU2006,直飞,20:30-23:45,山东航空 SC4714,直飞,21:40-00:25,4.2,高档型,3
2618,南京,九寨沟,1873,544,南京-九寨沟3天2晚 | 入住九寨沟港威瑞逸度假酒店 + 东方航空/西藏航空往返...,九寨沟港威瑞逸度假酒店 高档型 4.2分/5分,精典双床房 双床 双早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55,4.2,高档型,3
2619,重庆,呼和浩特,1406,386,重庆-呼和浩特3天2晚 | 入住呼和浩特北国风光酒店 + 西部航空往返机票,呼和浩特北国风光酒店 舒适型 4.2分/5分,标准双人房(内宾)(双... 双床 双早 1间2晚,西部航空 PN6275,直飞,12:45-15:15,西部航空 PN6276,直飞,22:20-00:40,4.2,舒适型,3
2620,济南,大连,1305,360,济南-大连3天2晚 | 入住大连富丽华大酒店 + 山东航空/厦门航空往返机票,大连富丽华大酒店 4.6分/5分,西楼豪华间 大/双床 不含早 1间2晚,山东航空 SC4916,直飞,19:45-20:50,厦门航空 MF8042,直飞,13:10-14:20,4.6,无,3
2621,杭州,青岛,993,334,杭州-青岛3天2晚 | 入住青岛四方大酒店贵宾楼 + 厦门航空往返机票,青岛四方大酒店贵宾楼 4.1分/5分,商务标准间(双床) 双床 不含早 1间2晚,厦门航空 MF8533,直飞,13:10-15:05,厦门航空 MF8048,直飞,21:30-23:25,4.1,无,3
2622,宁波,兰州,2275,532,宁波-兰州3天2晚 | 入住兰州瑞达商务酒店迎宾店 + 东方航空往返机票,兰州瑞达商务酒店迎宾店 4.3分/5分,"大床房(无采光,无窗)... 大床 不含早 1间2晚",东方航空 MU2474,经停,15:30-20:30,东方航空 MU2473,经停,10:00-14:40,4.3,无,3
2623,深圳,神农架,1725,496,深圳-神农架3天2晚 | 入住神农架神农山庄 + 南方航空/东方航空往返机票,神农架神农山庄 4.3分/5分,普通标间-神农山庄紫霞... 双床 含早 1间2晚,南方航空 CZ6304,直飞,20:15-22:05,东方航空 MU3087,直飞,15:55-17:50,4.3,无,3
2624,天津,大连,1306,358,天津-大连3天2晚 | 入住辽宁师范大学文化交流中心 + 海南航空/天津航空往返...,辽宁师范大学文化交流中心 舒适型 0.0分/5分,豪华标准间-初春钜惠预付 双床 双早 1间2晚,海南航空 HU7168,直飞,10:15-11:15,天津航空 GS7814,直飞,22:15-23:20,0,舒适型,3
2625,成都,乌鲁木齐,2445,590,成都-乌鲁木齐3天2晚 | 入住乌鲁木齐鑫海酒店 + 四川航空往返机票,乌鲁木齐鑫海酒店 舒适型 4.5分/5分,高级双人间(提前1天预... 双床 不含早 1间2晚,四川航空 3U8525,直飞,08:10-11:50,四川航空 3U8842,直飞,22:40-01:50,4.5,舒适型,3
2626,重庆,长春,2062,490,重庆-长春3天2晚 | 入住吉林省和合会馆 + 山东航空/四川航空往返机票,吉林省和合会馆 豪华型 4.7分/5分,高级双人间(特惠无窗)... 双床 不含早 1间2晚,山东航空 SC4767,经停,14:20-19:05,四川航空 3U8864,经停,19:50-01:20,4.7,豪华型,3
2627,沈阳,青岛,872,314,沈阳-青岛3天2晚 | 入住青岛陆达大酒店 + 青岛航/南方航空往返机票,青岛陆达大酒店 4.8分/5分,普通标准间-含双早（预... 双床 双早 1间2晚,青岛航 QW9780,直飞,22:35-00:10,南方航空 CZ6568,直飞,20:55-22:35,4.8,无,3
2628,上海,重庆,1651,468,上海-重庆3天2晚 | 入住重庆璧蓝河畔酒店 + 四川航空/吉祥航空往返机票,重庆璧蓝河畔酒店 舒适型 4.3分/5分,私密房 大/双床 双早 1间2晚,四川航空 3U8974,直飞,18:35-21:25,吉祥航空 HO1248,直飞,21:10-23:45,4.3,舒适型,3
2629,南京,长沙,977,344,南京-长沙3天2晚 | 入住长沙喜迎宾华天大酒店 + 东方航空往返机票,长沙喜迎宾华天大酒店 高档型 3.7分/5分,特惠双间(特惠抢购)(... 双床 不含早 1间2晚,东方航空 MU2715,直飞,10:55-12:40,东方航空 MU2746,直飞,23:55-01:30,3.7,高档型,3
2630,杭州,大连,1673,392,杭州-大连3天2晚 | 入住山水时尚酒店大连星海公园店 + 长龙航空/南方航空往...,山水时尚酒店大连星海公园店 舒适型 4.6分/5分,商务双床房(内宾) 双床 不含早 1间2晚,长龙航空 GJ8765,直飞,18:05-20:10,南方航空 CZ6983,直飞,07:00-09:05,4.6,舒适型,3
2631,青岛,沈阳,1089,332,青岛-沈阳3天2晚 | 入住沈阳北辰大酒店 + 南方航空/瑞丽航空往返机票,沈阳北辰大酒店 高档型 4.6分/5分,标准大床房(特惠) 大床 不含早 1间2晚,南方航空 CZ6568,直飞,20:55-22:35,瑞丽航空 DR6562,直飞,19:20-21:00,4.6,高档型,3
2632,南京,西双版纳,3294,948,南京-西双版纳3天2晚 | 入住西双版纳观澜巢别墅酒店 + 东方航空往返机票,西双版纳观澜巢别墅酒店 舒适型 4.6分/5分,豪华大床房 大床 不含早 1间2晚,东方航空 MU2755,经停,17:05-22:10,东方航空 MU2756,经停,08:40-13:30,4.6,舒适型,3
2633,西安,三亚,2149,518,西安-三亚3天2晚 | 入住三亚亚龙湾华宇度假酒店 + 首都航空/四川航空往返机票,三亚亚龙湾华宇度假酒店 豪华型 4.4分/5分,高级房（赠摄影拍摄服务... 大/双床 双早 1间2晚,首都航空 JD5513,经停,12:50-17:55,四川航空 3U8512,经停,12:35-17:05,4.4,豪华型,3
2634,成都,厦门,2098,530,成都-厦门3天2晚 | 入住厦门洋宏宾馆 + 四川航空/山东航空往返机票,厦门洋宏宾馆 舒适型 4.2分/5分,温馨双床房 双床 不含早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15,4.2,舒适型,3
2635,南京,蜈支洲岛,1593,486,南京-蜈支洲岛3天2晚 | 入住7天酒店三亚三亚湾团结街海景店 + 首都航空往返...,7天酒店三亚三亚湾团结街海景店 经济型 4.0分/5分,经济房（限时特惠） 大床 不含早 1间2晚,首都航空 JD5126,直飞,11:05-14:10,首都航空 JD5125,直飞,06:20-09:30,4,经济型,3
2636,重庆,丽江,1162,366,重庆-丽江3天2晚 | 入住Q居丽江束河小吻花园别院 + 四川航空/南方航空往返...,Q居丽江束河小吻花园别院 经济型 4.9分/5分,水景花园房102房-【... 大床 不含早 1间2晚,四川航空 3U8679,直飞,08:25-10:15,南方航空 CZ6292,直飞,12:50-14:30,4.9,经济型,3
2637,西安,九寨沟,1652,468,西安-九寨沟3天2晚 | 入住阿坝茂县凤凰阁大酒店 + 华夏航空/成都航空往返机票,阿坝茂县凤凰阁大酒店 舒适型 4.2分/5分,豪华标间[双早](双床) 双床 双早 1间2晚,华夏航空 G56023,直飞,21:50-23:35,成都航空 EU2741,直飞,06:40-08:10,4.2,舒适型,3
2638,上海,三亚,1759,420,上海-三亚3天2晚 | 入住三亚金棕榈度假酒店 + 上海航空/扬子江航空往返机票,三亚金棕榈度假酒店 豪华型 4.1分/5分,雅致园景房 大/双床 双早 1间2晚,上海航空 FM9517,经停,10:25-15:25,扬子江航空 Y87502,直飞,19:50-23:10,4.1,豪华型,3
2639,重庆,大连,2130,516,重庆-大连3天2晚 | 入住大连金海大酒店 + 南方航空/深圳航空往返机票,大连金海大酒店 高档型 4.4分/5分,标准双床房(内宾) 双床 双早 1间2晚,南方航空 CZ6580,经停,13:15-17:50,深圳航空 ZH9468,经停,15:20-21:05,4.4,高档型,3
2640,武汉,西安,975,350,武汉-西安3天2晚 | 入住西安和平假日酒店三桥和平村店 + 东方航空往返机票,西安和平假日酒店三桥和平村店 舒适型 3.7分/5分,豪华标准间-不含早（预... 双床 不含早 1间2晚,东方航空 MU2194,直飞,21:50-23:30,东方航空 MU2462,直飞,19:35-21:20,3.7,舒适型,3
2641,深圳,长春,1982,578,深圳-长春3天2晚 | 入住长春美华宾馆 + 南方航空/厦门航空往返机票,长春美华宾馆 3.9分/5分,大床房-不含早（预付） 大床 不含早 1间2晚,南方航空 CZ6610,直飞,16:50-21:20,厦门航空 MF8044,经停,17:25-23:50,3.9,无,3
2642,宁波,兰州,2749,700,宁波-兰州3天2晚 | 入住兰州华辰宾馆东部市场店 + 东方航空/华夏航空往返机票,兰州华辰宾馆东部市场店 3.9分/5分,贵宾楼普通标准间(含双... 双床 双早 1间2晚,东方航空 MU2474,经停,15:30-20:30,华夏航空 G54385A,经停,21:35-11:10,3.9,无,3
2643,西安,九寨沟,2003,520,西安-九寨沟3天2晚 | 入住汶川岷江假日酒店 + 华夏航空/成都航空往返机票,汶川岷江假日酒店 舒适型 4.4分/5分,豪华套房[含早](大床) 大床 双早 1间2晚,华夏航空 G56023,直飞,21:50-23:35,成都航空 EU2741,直飞,06:40-08:10,4.4,舒适型,3
2644,济南,九寨沟,1863,397,济南-九寨沟3天2晚 | 入住理县吉祥谷国际大酒店 + 中国国航/成都航空往返机票,理县吉祥谷国际大酒店 舒适型 3.9分/5分,豪华标间-优惠 双床 不含早 1间2晚,中国国航 CA4528,直飞,21:00-23:30,成都航空 EU2719,直飞,06:55-09:25,3.9,舒适型,3
2645,成都,三亚,1695,528,成都-三亚3天2晚 | 入住三亚黄金道大酒店 + 祥鹏航空/成都航空往返机票,三亚黄金道大酒店 舒适型 4.1分/5分,普通标准间(预付促销)... 双床 不含早 1间2晚,祥鹏航空 8L9607,直飞,08:00-10:35,成都航空 EU2208,直飞,23:20-01:55,4.1,舒适型,3
2646,青岛,沈阳,924,314,青岛-沈阳3天2晚 | 入住沈阳豪登国际酒店 + 南方航空/瑞丽航空往返机票,沈阳豪登国际酒店 舒适型 4.2分/5分,豪华标准间(特惠促销)... 双床 不含早 1间2晚,南方航空 CZ6568,直飞,20:55-22:35,瑞丽航空 DR6562,直飞,19:20-21:00,4.2,舒适型,3
2647,西安,武汉,1334,360,西安-武汉3天2晚 | 入住武汉兆瑞国际大酒店 + 东方航空往返机票,武汉兆瑞国际大酒店 豪华型 4.3分/5分,商务大床房 大床 不含早 1间2晚,东方航空 MU4746,直飞,20:10-21:40,东方航空 MU2461,直飞,08:05-09:40,4.3,豪华型,3
2648,深圳,北京,2175,528,深圳-北京3天2晚 | 入住北京宁夏大厦 + 南方航空往返机票,北京宁夏大厦 4.1分/5分,标准间(双床) 双床 不含早 1间2晚,南方航空 CZ3255,经停,13:55-18:35,南方航空 CZ3256,经停,07:55-12:55,4.1,无,3
2649,北京,洛阳,1083,322,北京-洛阳3天2晚 | 入住洛阳曼景酒店 + 东方航空往返机票,洛阳曼景酒店 舒适型 4.6分/5分,商务双床房[无早](内... 双床 不含早 1间2晚,东方航空 MU5693,直飞,07:40-09:35,东方航空 MU5696,直飞,16:40-18:25,4.6,舒适型,3
2650,重庆,天津,1215,342,重庆-天津3天2晚 | 入住天津锦绣东方商务酒店 + 华夏航空往返机票,天津锦绣东方商务酒店 舒适型 4.2分/5分,商务大床房（临KTV）... 大床 不含早 1间2晚,华夏航空 G52655,经停,19:55-23:45,华夏航空 G52656,经停,17:25-22:10,4.2,舒适型,3
2651,哈尔滨,厦门,2518,646,哈尔滨-厦门3天2晚 | 入住厦门鑫安宾馆 + 山东航空/南方航空往返机票,厦门鑫安宾馆 3.9分/5分,标准双人房(预付)(双... 双床 双早 1间2晚,山东航空 SC4976,经停,17:30-22:50,南方航空 CZ6260,经停,18:05-23:35,3.9,无,3
2652,哈尔滨,天津,1047,340,哈尔滨-天津3天2晚 | 入住天津海洲国际酒店 + 海南航空/福州往返机票,天津海洲国际酒店 舒适型 4.3分/5分,豪华标准间(预付)(双... 双床 双早 1间2晚,海南航空 HU7726,直飞,16:25-18:30,福州 FU6555,直飞,21:40-23:40,4.3,舒适型,3
2653,大连,湘西,2321,530,大连-湘西3天2晚 | 入住凤凰县政府宾馆 + 吉祥航空/东方航空往返机票,凤凰县政府宾馆 高档型 4.3分/5分,豪华标准间(预付)(双... 双床 不含早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,东方航空 MU4032,经停,15:40-19:55,4.3,高档型,3
2654,青岛,杭州,889,316,青岛-杭州3天2晚 | 入住杭州吉恒精品酒店 + 首都航空/山东航空往返机票,杭州吉恒精品酒店 舒适型 3.9分/5分,豪华双床房(不含早星宿... 双床 不含早 1间2晚,首都航空 JD472,直飞,18:00-19:45,山东航空 SC4776,直飞,22:30-00:20,3.9,舒适型,3
2655,广州,西双版纳,3135,786,广州-西双版纳3天2晚 | 入住西双版纳我的客栈二号店 + 东方航空往返机票,西双版纳我的客栈二号店 舒适型 4.6分/5分,特色主题房-手机专享+... 大床 双早 1间2晚,东方航空 MU5734,经停,17:40-23:00,东方航空 MU5741,经停,10:15-15:10,4.6,舒适型,3
2656,哈尔滨,长沙,1800,472,哈尔滨-长沙3天2晚 | 入住长沙亚华大酒店 + 海南航空/奥凯航空往返机票,长沙亚华大酒店 高档型 3.5分/5分,简约标间(双床) 双床 双早 1间2晚,海南航空 HU7726,经停,16:25-22:05,奥凯航空 BK2849,经停,07:15-12:50,3.5,高档型,3
2657,北京,大理,3444,964,北京-大理3天2晚 | 入住大理苍海人家客栈 + 深圳航空/中国国航往返机票,大理苍海人家客栈 经济型 4.7分/5分,特惠房-手机专享预付 大床 不含早 1间2晚,深圳航空 ZH1419,直飞,06:25-10:30,中国国航 CA1420,直飞,11:20-14:45,4.7,经济型,3
2658,重庆,西安,944,338,重庆-西安3天2晚 | 入住西安12宫主题酒店丈八北路店 + 首都航空/西部航空...,西安12宫主题酒店丈八北路店 舒适型 4.3分/5分,商务主题(丝路之旅)(... 双床 不含早 1间2晚,首都航空 JD5102,直飞,10:45-12:05,西部航空 PN6222,直飞,23:50-01:20,4.3,舒适型,3
2659,沈阳,厦门,1712,452,沈阳-厦门3天2晚 | 入住厦门悦豪酒店 + 海南航空/深圳航空往返机票,厦门悦豪酒店 舒适型 4.2分/5分,精致大床房(含双早（预... 大床 双早 1间2晚,海南航空 HU7048,直飞,14:15-17:45,深圳航空 ZH9706,经停,09:55-15:10,4.2,舒适型,3
2660,天津,青岛,948,318,天津-青岛3天2晚 | 入住宜必思酒店青岛宁夏路店 + 青岛航/山东航空往返机票,宜必思酒店青岛宁夏路店 舒适型 4.2分/5分,双床房(内宾)(提前1... 双床 不含早 1间2晚,青岛航 QW9854,直飞,20:50-22:05,山东航空 SC4717,直飞,07:00-08:20,4.2,舒适型,3
2661,北京,神农架,1967,476,北京-神农架3天2晚 | 入住神农架祥云楼森林酒店 + 中国国航/东方航空往返机票,神农架祥云楼森林酒店 舒适型 4.1分/5分,主题标准间-双早特惠 大/双床 双早 1间2晚,中国国航 CA8208,直飞,15:40-18:05,东方航空 MU2455,直飞,18:00-19:55,4.1,舒适型,3
2662,北京,沈阳,1618,466,北京-沈阳3天2晚 | 入住沈阳瑞心东方酒店 + 南方航空往返机票,沈阳瑞心东方酒店 4.0分/5分,高级标准间(空气清新房... 双床 不含早 1间2晚,南方航空 CZ6110,直飞,22:10-23:40,南方航空 CZ6532,直飞,22:45-00:25,4,无,3
2663,济南,厦门,2726,608,济南-厦门3天2晚 | 入住厦门东方豪胜酒店 + 山东航空/厦门航空往返机票,厦门东方豪胜酒店 高档型 4.1分/5分,雅致双床房(无窗)[双... 双床 双早 1间2晚,山东航空 SC1152,直飞,21:10-23:25,厦门航空 MF8571,直飞,09:00-11:15,4.1,高档型,3
2664,武汉,西安,1570,444,武汉-西安3天2晚 | 入住西安美丽豪酒店 + 东方航空往返机票,西安美丽豪酒店 4.7分/5分,高级商务大床间[含早] 大床 双早 1间2晚,东方航空 MU2194,直飞,21:50-23:30,东方航空 MU2462,直飞,19:35-21:20,4.7,无,3
2665,成都,哈尔滨,1866,452,成都-哈尔滨3天2晚 | 入住哈尔滨向日葵酒店 + 南方航空/西藏航空往返机票,哈尔滨向日葵酒店 4.4分/5分,标准双床房 双床 不含早 1间2晚,南方航空 CZ6256,经停,19:05-00:50,西藏航空 TV9926,经停,12:15-19:05,4.4,无,3
2666,北京,九寨沟,1885,528,北京-九寨沟3天2晚 | 入住若尔盖壹米阳光大酒店 + 南方航空/联合航空往返机票,若尔盖壹米阳光大酒店 舒适型 4.3分/5分,特惠标间-去哪儿网商家... 双床 双早 1间2晚,南方航空 CZ3903,直飞,14:45-18:00,联合航空 KN5218,直飞,22:20-01:00,4.3,舒适型,3
2667,西安,厦门,1404,376,西安-厦门3天2晚 | 入住夏商怡庭商务酒店厦门莲岳店 + 东方航空往返机票,夏商怡庭商务酒店厦门莲岳店 舒适型 4.3分/5分,商务大床房-不含早（预... 大床 不含早 1间2晚,东方航空 MU2972,经停,10:50-15:40,东方航空 MU2983,经停,10:00-14:30,4.3,舒适型,3
2668,广州,西安,1513,424,广州-西安3天2晚 | 入住西安天悦酒店大明宫西店 + 东方航空/深圳航空往返机票,西安天悦酒店大明宫西店 舒适型 4.6分/5分,蜗居大床房 大床 不含早 1间2晚,东方航空 MU2304,直飞,23:10-01:45,深圳航空 ZH9226,直飞,22:00-00:40,4.6,舒适型,3
2669,北京,青岛,1858,474,北京-青岛3天2晚 | 入住青岛海尔洲际酒店 + 青岛航/首都航空往返机票,青岛海尔洲际酒店 4.5分/5分,洲际豪华房(双人入住)... 其他 不含早 1间2晚,青岛航 QW9782,直飞,23:00-00:30,首都航空 JD5568,直飞,22:15-23:45,4.5,无,3
2670,深圳,九寨沟,1694,464,深圳-九寨沟3天2晚 | 入住若尔盖壹米阳光大酒店 + 成都航空往返机票,若尔盖壹米阳光大酒店 舒适型 4.3分/5分,特惠标间-去哪儿网商家... 双床 双早 1间2晚,成都航空 EU2202,经停,20:20-01:05,成都航空 EU2201,经停,15:05-19:00,4.3,舒适型,3
2671,杭州,张家界,1743,424,杭州-张家界3天2晚 | 入住张家界江汉山庄 + 吉祥航空往返机票,张家界江汉山庄 3.9分/5分,高级双标间(双床) 双床 双早 1间2晚,吉祥航空 HO1019,直飞,14:00-15:50,吉祥航空 HO1020,直飞,21:55-23:55,3.9,无,3
2672,长春,青岛,1313,382,长春-青岛3天2晚 | 入住青岛都市花园酒店 + 南方航空往返机票,青岛都市花园酒店 舒适型 4.2分/5分,雅致大床房A(限时特惠... 大床 双早 1间2晚,南方航空 CZ3938,直飞,20:00-21:55,南方航空 CZ3963,直飞,15:40-17:30,4.2,舒适型,3
2673,武汉,沈阳,1613,410,武汉-沈阳3天2晚 | 入住沈阳老道口大厦 + 东方航空往返机票,沈阳老道口大厦 4.1分/5分,普通标准间(特惠抢购)... 双床 双早 1间2晚,东方航空 MU2545,经停,07:55-11:55,东方航空 MU2546,经停,12:50-17:25,4.1,无,3
